Player,Pos,Age,Tm,G2019,GS,MP,FG,FGA,FGpct,3P,3PA,3Ppct,2P,2PA,2Ppct,eFGpct,FT,FTA,FTpct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,zAge,zGPlayed,zMP,zFG,zFGA,zFGpct,z3P,z3PA,z3Ppct,z2P,z2PA,z2Ppct,zeFGpct,zFT,zFTA,zFTpct,zTRB,zAST,zSTL,zBLK,zPTS,puntPctFV,puntASTFV
Joakim Noah,C,34,LAC,5,0,50,4,8,0.5,0,0,0,4,8,0.5,0.5,6,8,0.75,5,11,16,7,1,1,6,9,14,2.05,-1.65,-1.27,-1.05,-1.07,0.5,-0.89,-0.95,-2.04,-0.94,-0.96,-0.05,-0.07,-0.74,-0.77,0.2,-0.99,-0.8,-1.1,-0.76,-1.02,6.25,6.03
Nerlens Noel,C,25,OKC,61,7,1127,184,269,0.684,1,3,0.333,183,266,0.688,0.686,80,106,0.755,91,209,300,57,59,91,66,166,449,-0.14,0.82,0.22,0.13,-0.27,2.18,-0.87,-0.93,0.25,0.58,0.21,1.47,1.66,0.1,0.12,0.22,0.73,-0.36,1.06,2.9,0,153.88,160.75
Zach Norvell,SG,22,TOT,5,0,41,3,12,0.25,3,8,0.375,0,4,0,0.375,1,1,1,0,6,6,3,2,0,3,4,10,-0.86,-1.65,-1.28,-1.05,-1.06,-1.78,-0.84,-0.89,0.54,-0.98,-0.98,-4.1,-1.23,-0.8,-0.83,1.38,-1.05,-0.84,-1.07,-0.8,-1.03,4.92,5.05
Jaylen Nowell,SG,20,MIN,15,0,151,19,53,0.358,3,26,0.115,16,27,0.593,0.387,16,17,0.941,3,10,13,19,3,1,3,11,57,-1.35,-1.21,-1.13,-0.95,-0.93,-0.79,-0.84,-0.77,-1.25,-0.84,-0.87,0.7,-1.11,-0.63,-0.69,1.1,-1.01,-0.7,-1.03,-0.76,-0.92,20.08,19.27
Frank Ntilikina,PG,21,NYK,57,26,1187,131,333,0.393,44,137,0.321,87,196,0.444,0.459,51,59,0.864,23,98,121,172,54,16,71,142,357,-1.11,0.65,0.3,-0.21,-0.07,-0.48,-0.09,0,0.17,-0.24,-0.1,-0.5,-0.45,-0.23,-0.31,0.74,-0.35,0.66,0.87,-0.15,-0.21,140.3,129.57
Kendrick Nunn,SG,24,MIA,67,67,1962,401,914,0.439,137,391,0.35,264,523,0.505,0.514,85,100,0.85,21,159,180,220,56,15,114,152,1024,-0.38,1.09,1.37,1.56,1.72,-0.06,1.6,1.76,0.37,1.27,1.38,-0.01,0.06,0.15,0.07,0.67,0,1.08,0.95,-0.19,1.35,319.05,313.52
Jusuf Nurkić,C,25,POR,8,8,253,54,109,0.495,2,10,0.2,52,99,0.525,0.505,31,35,0.886,23,59,82,32,11,16,19,39,141,-0.14,-1.52,-0.99,-0.72,-0.76,0.46,-0.85,-0.88,-0.67,-0.53,-0.55,0.15,-0.02,-0.46,-0.52,0.84,-0.59,-0.58,-0.73,-0.15,-0.72,48.33,48.22
David Nwaba,SF,27,BRK,20,0,268,37,71,0.521,12,28,0.429,25,43,0.581,0.606,18,27,0.667,8,37,45,8,11,12,8,32,104,0.35,-0.99,-0.97,-0.83,-0.88,0.69,-0.67,-0.75,0.91,-0.76,-0.8,0.6,0.92,-0.6,-0.6,-0.2,-0.81,-0.79,-0.73,-0.31,-0.81,34.38,36.75
Royce O'Neale,PF,26,UTA,71,62,2049,158,365,0.433,92,244,0.377,66,121,0.545,0.559,42,55,0.764,27,362,389,180,59,32,61,202,450,0.11,1.27,1.49,-0.04,0.03,-0.11,0.79,0.75,0.56,-0.41,-0.45,0.31,0.48,-0.33,-0.34,0.26,1.27,0.73,1.06,0.5,0.01,203.35,202.62
Kyle O'Quinn,C,29,PHI,29,2,313,42,85,0.494,7,27,0.259,35,58,0.603,0.535,11,20,0.55,34,82,116,51,7,24,20,37,102,0.83,-0.59,-0.9,-0.8,-0.83,0.45,-0.76,-0.76,-0.26,-0.68,-0.73,0.78,0.26,-0.68,-0.66,-0.75,-0.38,-0.41,-0.88,0.18,-0.81,50.73,49.38
Semi Ojeleye,PF,25,BOS,69,6,1011,80,196,0.408,48,127,0.378,32,69,0.464,0.531,28,32,0.875,26,119,145,37,21,5,19,80,236,-0.14,1.18,0.06,-0.55,-0.49,-0.34,-0.02,-0.07,0.56,-0.7,-0.68,-0.34,0.22,-0.49,-0.55,0.79,-0.21,-0.54,-0.36,-0.59,-0.5,92.22,97.05
Jahlil Okafor,C,24,NOP,30,9,467,101,162,0.623,1,3,0.333,100,159,0.629,0.627,40,62,0.645,48,79,127,37,7,22,38,67,243,-0.38,-0.54,-0.69,-0.41,-0.6,1.62,-0.87,-0.93,0.25,-0.13,-0.27,0.99,1.11,-0.36,-0.28,-0.3,-0.32,-0.54,-0.88,0.1,-0.48,74.75,75.67
Elie Okobo,PG,22,PHO,55,3,719,72,181,0.398,25,71,0.352,47,110,0.427,0.467,50,71,0.704,16,74,90,115,24,4,38,54,219,-0.86,0.56,-0.34,-0.6,-0.54,-0.43,-0.44,-0.45,0.38,-0.58,-0.5,-0.64,-0.37,-0.24,-0.2,-0.02,-0.54,0.15,-0.25,-0.63,-0.54,86.55,79.3
Josh Okogie,SG,21,MIN,62,28,1547,170,398,0.427,41,154,0.266,129,244,0.529,0.479,152,191,0.796,87,181,268,99,68,26,87,139,533,-1.11,0.87,0.8,0.04,0.13,-0.16,-0.14,0.12,-0.21,0.12,0.11,0.18,-0.26,0.91,0.9,0.41,0.54,0.01,1.39,0.26,0.2,185.28,191.6
KZ Okpala,SF,20,MIA,5,0,26,3,5,0.6,0,1,0,3,4,0.75,0.6,1,2,0.5,1,4,5,1,2,1,1,2,7,-1.35,-1.65,-1.3,-1.05,-1.08,1.41,-0.89,-0.94,-2.04,-0.95,-0.98,1.97,0.86,-0.8,-0.83,-0.98,-1.06,-0.86,-1.07,-0.76,-1.03,2.97,3.12
Victor Oladipo,SG,27,IND,19,16,528,97,246,0.394,33,104,0.317,64,142,0.451,0.461,48,59,0.814,9,66,75,56,17,4,47,36,275,0.35,-1.03,-0.61,-0.44,-0.34,-0.47,-0.29,-0.23,0.14,-0.43,-0.35,-0.45,-0.43,-0.27,-0.31,0.5,-0.63,-0.37,-0.51,-0.63,-0.4,89.38,89.67
Kelly Olynyk,C,28,MIA,67,9,1300,184,398,0.462,95,234,0.406,89,164,0.543,0.582,86,100,0.86,44,261,305,116,45,23,71,173,549,0.59,1.09,0.46,0.13,0.13,0.15,0.84,0.68,0.76,-0.22,-0.25,0.3,0.69,0.16,0.07,0.72,0.76,0.16,0.54,0.14,0.24,198.28,203.82
Miye Oni,SG,22,UTA,10,1,109,12,32,0.375,7,19,0.368,5,13,0.385,0.484,4,5,0.8,5,12,17,4,4,2,4,9,35,-0.86,-1.43,-1.18,-1,-1,-0.64,-0.76,-0.82,0.49,-0.93,-0.94,-0.98,-0.21,-0.76,-0.8,0.43,-0.98,-0.83,-0.99,-0.72,-0.97,13.47,14.33
Cedi Osman,SF,24,CLE,65,65,1910,266,609,0.437,123,321,0.383,143,288,0.497,0.538,63,94,0.67,39,192,231,154,54,16,91,160,718,-0.38,1,1.3,0.67,0.78,-0.07,1.35,1.28,0.6,0.24,0.31,-0.08,0.29,-0.1,0.01,-0.18,0.31,0.5,0.87,-0.15,0.63,243.1,244.83
Kelly Oubre Jr.,SF,24,PHO,56,55,1933,373,826,0.452,108,307,0.352,265,519,0.511,0.517,192,246,0.78,67,294,361,85,71,40,83,192,1046,-0.38,0.6,1.33,1.37,1.45,0.06,1.08,1.18,0.38,1.28,1.37,0.04,0.09,1.36,1.4,0.34,1.1,-0.11,1.5,0.83,1.4,319.47,337.18
Tariq Owens,PF,24,PHO,3,0,15,1,5,0.2,0,2,0,1,3,0.333,0.2,2,2,1,2,1,3,0,1,0,0,1,4,-0.38,-1.74,-1.31,-1.07,-1.08,-2.24,-0.89,-0.93,-2.04,-0.97,-0.98,-1.4,-2.85,-0.79,-0.83,1.38,-1.07,-0.86,-1.1,-0.8,-1.04,1.88,2.07
Jeremy Pargo,PG,33,GSW,3,0,44,11,22,0.5,3,7,0.429,8,15,0.533,0.568,0,1,0,1,2,3,8,1,0,4,8,25,1.81,-1.74,-1.27,-1,-1.03,0.5,-0.84,-0.9,0.91,-0.91,-0.93,0.22,0.56,-0.81,-0.83,-3.34,-1.07,-0.79,-1.1,-0.8,-0.99,7.73,7.1
Jabari Parker,PF,24,TOT,38,23,917,219,429,0.51,32,119,0.269,187,310,0.603,0.548,61,81,0.753,61,153,214,68,45,16,64,99,531,-0.38,-0.19,-0.07,0.36,0.23,0.59,-0.31,-0.12,-0.19,0.61,0.41,0.78,0.38,-0.12,-0.11,0.21,0.21,-0.26,0.54,-0.15,0.2,166.17,170.35
Chandler Parsons,SF,31,ATL,5,0,54,5,18,0.278,4,14,0.286,1,4,0.25,0.389,0,0,0,1,6,7,3,4,1,3,3,14,1.32,-1.65,-1.26,-1.04,-1.04,-1.53,-0.82,-0.85,-0.07,-0.97,-0.98,-2.08,-1.1,-0.81,-0.84,-3.34,-1.04,-0.84,-0.99,-0.76,-1.02,6.9,7.27
Eric Paschall,PF,23,GSW,60,26,1654,318,640,0.497,37,129,0.287,281,511,0.55,0.526,164,212,0.774,82,193,275,127,32,13,94,125,837,-0.62,0.78,0.95,1.01,0.88,0.47,-0.22,-0.05,-0.06,1.41,1.33,0.35,0.18,1.04,1.09,0.31,0.58,0.26,0.05,-0.27,0.91,244.45,246.02
Anžejs Pasečņiks,C,24,WAS,27,0,437,61,116,0.526,0,3,0,61,113,0.54,0.526,34,58,0.586,42,65,107,18,9,12,24,75,156,-0.38,-0.68,-0.73,-0.67,-0.74,0.74,-0.89,-0.93,-2.04,-0.46,-0.48,0.27,0.18,-0.42,-0.31,-0.58,-0.44,-0.71,-0.81,-0.31,-0.68,52.98,55.45
Patrick Patterson,PF,30,LAC,59,18,776,95,233,0.408,67,172,0.39,28,61,0.459,0.552,35,43,0.814,35,116,151,41,7,3,21,54,292,1.08,0.74,-0.26,-0.45,-0.38,-0.34,0.33,0.25,0.65,-0.74,-0.72,-0.38,0.42,-0.41,-0.45,0.5,-0.17,-0.5,-0.88,-0.67,-0.36,105.85,111.8
Justin Patton,C,22,OKC,5,0,24,4,10,0.4,1,4,0.25,3,6,0.5,0.45,0,0,0,1,4,5,2,0,0,2,4,9,-0.86,-1.65,-1.3,-1.05,-1.06,-0.41,-0.87,-0.92,-0.32,-0.95,-0.97,-0.05,-0.53,-0.81,-0.84,-3.34,-1.06,-0.85,-1.14,-0.8,-1.03,3.68,3.67
Chris Paul,PG,34,OKC,70,70,2208,434,887,0.489,111,304,0.365,323,583,0.554,0.552,253,279,0.907,26,323,349,472,111,11,161,158,1232,2.05,1.22,1.71,1.77,1.64,0.4,1.13,1.16,0.47,1.77,1.66,0.39,0.42,2.05,1.7,0.94,1.03,3.31,2.99,-0.35,1.84,399.1,369.22
Cameron Payne,PG,25,PHO,8,0,183,33,68,0.485,15,29,0.517,18,39,0.462,0.596,6,7,0.857,4,27,31,24,8,2,11,20,87,-0.14,-1.52,-1.08,-0.86,-0.88,0.36,-0.62,-0.75,1.52,-0.82,-0.82,-0.36,0.82,-0.74,-0.78,0.7,-0.9,-0.65,-0.84,-0.72,-0.85,29.53,28.83
Elfrid Payton,PG,25,NYK,45,36,1246,193,440,0.439,14,69,0.203,179,371,0.482,0.455,49,86,0.57,52,160,212,323,70,17,96,89,449,-0.14,0.12,0.38,0.19,0.26,-0.06,-0.64,-0.47,-0.64,0.55,0.69,-0.2,-0.48,-0.25,-0.06,-0.65,0.2,2,1.47,-0.11,0,188.25,159.57
Gary Payton II,PG,27,WAS,29,17,432,48,116,0.414,13,46,0.283,35,70,0.5,0.47,4,8,0.5,26,54,80,48,33,7,20,54,113,0.35,-0.59,-0.74,-0.76,-0.74,-0.28,-0.65,-0.63,-0.09,-0.68,-0.68,-0.05,-0.34,-0.76,-0.77,-0.98,-0.6,-0.44,0.09,-0.51,-0.78,52.7,51.38
Norvel Pelle,C,26,PHI,24,0,232,25,48,0.521,0,1,0,25,47,0.532,0.521,7,14,0.5,20,52,72,8,3,31,18,55,57,0.11,-0.81,-1.02,-0.91,-0.95,0.69,-0.89,-0.94,-2.04,-0.76,-0.78,0.21,0.13,-0.73,-0.72,-0.98,-0.65,-0.79,-1.03,0.46,-0.92,28.38,30.4
Theo Pinson,SG,24,BRK,33,0,365,45,155,0.29,15,80,0.188,30,75,0.4,0.339,15,16,0.938,10,44,54,56,17,4,33,35,120,-0.38,-0.41,-0.83,-0.78,-0.62,-1.42,-0.62,-0.39,-0.75,-0.72,-0.66,-0.86,-1.56,-0.64,-0.7,1.08,-0.76,-0.37,-0.51,-0.63,-0.77,55.25,52.9
Mason Plumlee,C,29,DEN,61,1,1057,177,288,0.615,0,5,0,177,283,0.625,0.615,83,155,0.535,98,219,317,154,33,38,82,143,437,0.83,0.82,0.12,0.09,-0.21,1.55,-0.89,-0.91,-2.04,0.53,0.29,0.96,1,0.13,0.57,-0.82,0.83,0.5,0.09,0.75,-0.02,159.88,154.32
Jakob Poeltl,C,24,SAS,66,18,1171,166,266,0.624,0,0,0,166,266,0.624,0.624,40,86,0.465,131,244,375,116,37,95,54,126,372,-0.38,1.05,0.28,0.02,-0.28,1.63,-0.89,-0.95,-2.04,0.44,0.21,0.95,1.08,-0.36,-0.06,-1.15,1.18,0.16,0.24,3.06,-0.18,158.08,158.4
Vincent Poirier,C,26,BOS,22,0,130,17,36,0.472,1,2,0.5,16,34,0.471,0.486,6,7,0.857,13,30,43,8,2,9,8,25,41,0.11,-0.9,-1.16,-0.96,-0.98,0.25,-0.87,-0.93,1.4,-0.84,-0.84,-0.29,-0.2,-0.74,-0.78,0.7,-0.83,-0.79,-1.07,-0.43,-0.95,18.5,19.1
Shamorie Ponds,PG,21,TOR,4,0,11,3,5,0.6,1,2,0.5,2,3,0.667,0.7,2,2,1,0,1,1,2,0,1,0,2,9,-1.11,-1.69,-1.32,-1.05,-1.08,1.41,-0.87,-0.93,1.4,-0.96,-0.98,1.3,1.79,-0.79,-0.83,1.38,-1.08,-0.85,-1.14,-0.76,-1.03,2.68,2.6
Jordan Poole,SG,20,GSW,57,14,1274,167,502,0.333,74,265,0.279,93,237,0.392,0.406,95,119,0.798,9,109,118,134,35,10,74,94,503,-1.35,0.65,0.42,0.02,0.45,-1.02,0.46,0.89,-0.12,-0.18,0.08,-0.93,-0.94,0.27,0.24,0.42,-0.37,0.32,0.16,-0.39,0.13,178.1,176.88
Kevin Porter Jr.,SF,19,CLE,50,3,1162,186,421,0.442,53,158,0.335,133,263,0.506,0.505,73,101,0.723,22,140,162,109,46,14,93,135,498,-1.59,0.34,0.27,0.15,0.2,-0.03,0.07,0.15,0.27,0.16,0.2,-0,-0.02,0.02,0.08,0.07,-0.11,0.1,0.57,-0.23,0.12,165.2,164.93
Michael Porter Jr.,PF,21,DEN,55,8,903,195,383,0.509,62,147,0.422,133,236,0.564,0.59,60,72,0.833,66,193,259,46,27,25,49,100,512,-1.11,0.56,-0.09,0.21,0.08,0.58,0.24,0.07,0.87,0.16,0.08,0.47,0.77,-0.13,-0.19,0.59,0.48,-0.46,-0.13,0.22,0.15,166.4,175.45
Otto Porter,SF,26,CHI,14,9,331,62,140,0.443,24,62,0.387,38,78,0.487,0.529,19,27,0.704,13,35,48,25,15,6,11,31,167,0.11,-1.25,-0.88,-0.67,-0.66,-0.02,-0.45,-0.52,0.62,-0.65,-0.64,-0.16,0.2,-0.59,-0.6,-0.02,-0.8,-0.64,-0.58,-0.55,-0.66,53.85,55.27
Bobby Portis,C,24,NYK,66,5,1393,265,589,0.45,67,187,0.358,198,402,0.493,0.507,71,93,0.763,80,258,338,98,32,18,73,110,668,-0.38,1.05,0.59,0.67,0.72,0.05,0.33,0.35,0.42,0.71,0.83,-0.11,-0,-0.01,0,0.26,0.96,0,0.05,-0.07,0.52,226.47,232.6
Kristaps Porziņģis,PF,24,DAL,57,57,1814,398,932,0.427,142,403,0.352,256,529,0.484,0.503,226,283,0.799,100,440,540,102,41,115,92,185,1164,-0.38,0.65,1.17,1.54,1.77,-0.16,1.7,1.85,0.38,1.2,1.41,-0.18,-0.04,1.74,1.74,0.43,2.18,0.04,0.39,3.87,1.68,384.15,409.5
Dwight Powell,C,28,DAL,40,37,1061,146,229,0.638,10,39,0.256,136,190,0.716,0.659,74,111,0.667,75,152,227,59,34,22,36,102,376,0.59,-0.1,0.13,-0.12,-0.39,1.76,-0.71,-0.68,-0.28,0.18,-0.13,1.7,1.41,0.03,0.17,-0.2,0.29,-0.34,0.13,0.1,-0.17,121.38,125.07
Norman Powell,SG,26,TOR,52,26,1479,296,598,0.495,109,273,0.399,187,325,0.575,0.586,129,153,0.843,26,164,190,91,60,21,77,108,830,0.11,0.43,0.7,0.87,0.75,0.46,1.09,0.95,0.71,0.61,0.48,0.56,0.73,0.65,0.55,0.64,0.06,-0.06,1.09,0.06,0.9,241.08,249.85
Taurean Prince,SF,25,BRK,64,61,1857,278,739,0.376,146,431,0.339,132,308,0.429,0.475,71,89,0.798,50,331,381,116,57,25,127,159,773,-0.14,0.96,1.23,0.75,1.18,-0.63,1.77,2.04,0.29,0.15,0.4,-0.63,-0.3,-0.01,-0.03,0.42,1.22,0.16,0.98,0.22,0.76,286.08,299.8
Chasson Randle,PG,26,GSW,3,0,40,0,4,0,0,2,0,0,2,0,0,5,6,0.833,0,2,2,5,2,0,0,3,5,0.11,-1.74,-1.28,-1.07,-1.08,-4.06,-0.89,-0.93,-2.04,-0.98,-0.99,-4.1,-4.7,-0.75,-0.79,0.59,-1.08,-0.82,-1.07,-0.8,-1.04,2.62,2.3
Julius Randle,PF,25,NYK,64,64,2080,463,1006,0.46,64,231,0.277,399,775,0.515,0.492,258,352,0.733,151,471,622,198,51,22,193,178,1248,-0.14,0.96,1.53,1.96,2,0.14,0.28,0.65,-0.13,2.42,2.53,0.07,-0.14,2.11,2.37,0.12,2.68,0.89,0.76,0.1,1.88,399.78,408.58
Josh Reaves,SG,22,DAL,4,0,28,3,9,0.333,0,2,0,3,7,0.429,0.333,2,2,1,1,2,3,3,0,0,0,5,8,-0.86,-1.69,-1.3,-1.05,-1.07,-1.02,-0.89,-0.93,-2.04,-0.95,-0.96,-0.63,-1.62,-0.79,-0.83,1.38,-1.07,-0.84,-1.14,-0.8,-1.03,3.1,2.9
Cam Reddish,SF,20,ATL,58,34,1551,213,554,0.384,83,250,0.332,130,304,0.428,0.459,101,126,0.802,35,181,216,87,62,28,96,132,610,-1.35,0.69,0.8,0.32,0.61,-0.56,0.62,0.79,0.25,0.13,0.39,-0.63,-0.45,0.33,0.31,0.44,0.22,-0.09,1.17,0.34,0.38,209.08,217.33
J.J. Redick,SG,35,NOP,60,36,1581,286,631,0.453,180,397,0.453,106,234,0.453,0.596,165,185,0.892,10,141,151,119,20,10,75,96,917,2.29,0.78,0.85,0.8,0.85,0.07,2.39,1.81,1.08,-0.07,0.07,-0.43,0.82,1.06,0.84,0.87,-0.17,0.19,-0.4,-0.39,1.1,262.2,270.9
Naz Reid,C,20,MIN,30,11,495,100,243,0.412,32,97,0.33,68,146,0.466,0.477,37,53,0.698,34,90,124,35,19,22,22,83,269,-1.35,-0.54,-0.65,-0.42,-0.35,-0.3,-0.31,-0.27,0.23,-0.4,-0.33,-0.33,-0.28,-0.39,-0.36,-0.05,-0.34,-0.55,-0.43,0.1,-0.42,94.55,98.85
Josh Richardson,SG,26,PHI,55,53,1693,278,646,0.43,85,249,0.341,193,397,0.486,0.496,114,141,0.809,41,133,174,162,52,36,104,136,755,0.11,0.56,1,0.75,0.89,-0.14,0.66,0.78,0.31,0.67,0.81,-0.17,-0.1,0.48,0.44,0.48,-0.03,0.57,0.8,0.66,0.72,240.58,238.75
Austin Rivers,SG,27,HOU,68,4,1594,211,501,0.421,96,270,0.356,115,231,0.498,0.517,78,111,0.703,27,148,175,113,49,10,50,129,596,0.35,1.13,0.86,0.31,0.45,-0.22,0.86,0.93,0.41,0,0.05,-0.07,0.09,0.07,0.17,-0.03,-0.03,0.14,0.68,-0.39,0.35,198.95,202.6
Andre Roberson,SG,28,OKC,7,0,87,8,29,0.276,3,14,0.214,5,15,0.333,0.328,1,2,0.5,7,20,27,4,1,3,2,13,20,0.59,-1.56,-1.22,-1.02,-1,-1.54,-0.84,-0.85,-0.57,-0.93,-0.93,-1.4,-1.66,-0.8,-0.83,-0.98,-0.92,-0.83,-1.1,-0.67,-1,11.35,12.1
Duncan Robinson,SG,25,MIA,73,68,2166,323,687,0.47,270,606,0.446,53,81,0.654,0.667,67,72,0.931,10,222,232,102,35,19,70,193,983,-0.14,1.36,1.65,1.05,1.02,0.23,4.03,3.26,1.03,-0.52,-0.63,1.19,1.48,-0.05,-0.19,1.05,0.32,0.04,0.16,-0.03,1.26,304.65,322.75
Glenn Robinson III,SF,26,TOT,62,52,1786,288,592,0.486,77,197,0.391,211,395,0.534,0.552,74,86,0.86,81,189,270,96,54,16,55,100,727,0.11,0.87,1.13,0.82,0.73,0.37,0.51,0.42,0.65,0.82,0.8,0.22,0.42,0.03,-0.06,0.72,0.55,-0.01,0.87,-0.15,0.66,228.92,234.43
Jerome Robinson,SG,22,TOT,63,6,979,115,310,0.371,49,153,0.32,66,157,0.42,0.45,40,57,0.702,13,116,129,87,28,17,49,112,319,-0.86,0.91,0.02,-0.32,-0.14,-0.68,0,0.11,0.16,-0.41,-0.28,-0.7,-0.53,-0.36,-0.32,-0.03,-0.31,-0.09,-0.1,-0.11,-0.3,122.2,122.15
Justin Robinson,PG,22,WAS,9,0,49,5,12,0.417,3,5,0.6,2,7,0.286,0.542,0,0,0,1,4,5,7,0,1,3,2,13,-0.86,-1.47,-1.27,-1.04,-1.06,-0.26,-0.84,-0.91,2.09,-0.96,-0.96,-1.78,0.32,-0.81,-0.84,-3.34,-1.06,-0.8,-1.14,-0.76,-1.02,5.68,5.15
Mitchell Robinson,C,21,NYK,61,7,1412,253,341,0.742,0,0,0,253,341,0.742,0.742,84,148,0.568,186,242,428,36,52,119,37,194,590,-1.11,0.82,0.61,0.59,-0.04,2.71,-0.89,-0.95,-2.04,1.18,0.56,1.91,2.18,0.14,0.51,-0.66,1.51,-0.55,0.8,4.03,0.33,195.5,209.68
Isaiah Roby,SF,21,OKC,3,0,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,1,0,-1.11,-1.74,-1.32,-1.07,-1.09,-4.06,-0.89,-0.95,-2.04,-0.98,-0.99,-4.1,-4.7,-0.81,-0.84,-3.34,-1.08,-0.86,-1.14,-0.8,-1.05,0.58,0.62
Rajon Rondo,PG,33,LAL,48,3,984,137,328,0.418,41,125,0.328,96,203,0.473,0.48,27,41,0.659,23,119,142,240,40,2,91,58,342,1.81,0.25,0.02,-0.17,-0.08,-0.25,-0.14,-0.08,0.22,-0.16,-0.07,-0.27,-0.25,-0.5,-0.47,-0.23,-0.23,1.26,0.35,-0.72,-0.25,143.52,123.3
Derrick Rose,PG,31,DET,50,15,1298,369,753,0.49,45,147,0.306,324,606,0.535,0.52,121,139,0.871,27,94,121,278,40,16,126,49,904,1.32,0.34,0.46,1.35,1.22,0.41,-0.07,0.07,0.07,1.78,1.76,0.23,0.12,0.56,0.42,0.77,-0.35,1.6,0.35,-0.15,1.07,264.25,242.2
Terrence Ross,SG,28,ORL,69,0,1889,341,846,0.403,177,504,0.351,164,342,0.48,0.508,157,184,0.853,13,209,222,82,77,24,70,109,1016,0.59,1.18,1.27,1.16,1.51,-0.38,2.33,2.55,0.38,0.42,0.56,-0.21,0.01,0.97,0.83,0.68,0.26,-0.14,1.73,0.18,1.33,314.9,334.35
Terry Rozier,PG,25,CHO,63,63,2164,398,941,0.423,172,423,0.407,226,518,0.436,0.514,166,190,0.874,50,226,276,259,61,10,141,126,1134,-0.14,0.91,1.65,1.54,1.8,-0.2,2.24,1.99,0.76,0.95,1.36,-0.57,0.06,1.07,0.89,0.78,0.58,1.43,1.13,-0.39,1.61,359.42,355.35
Ricky Rubio,PG,29,PHO,65,65,2016,287,692,0.415,78,216,0.361,209,476,0.439,0.471,195,226,0.863,46,258,304,570,94,11,173,167,847,0.83,1,1.45,0.81,1.04,-0.27,0.53,0.55,0.45,0.8,1.17,-0.55,-0.34,1.39,1.22,0.73,0.75,4.18,2.36,-0.35,0.94,326.58,278.55
D'Angelo Russell,PG,23,TOT,45,45,1452,360,846,0.426,158,431,0.367,202,415,0.487,0.519,161,199,0.809,17,160,177,285,48,13,147,86,1039,-0.62,0.12,0.67,1.29,1.51,-0.17,1.99,2.04,0.49,0.74,0.89,-0.16,0.11,1.01,0.97,0.48,-0.02,1.66,0.65,-0.27,1.39,325.55,315.58
Domantas Sabonis,PF,23,IND,62,62,2159,458,848,0.54,17,67,0.254,441,781,0.565,0.55,214,296,0.723,189,582,771,310,47,30,170,195,1147,-0.62,0.87,1.64,1.93,1.52,0.87,-0.58,-0.48,-0.29,2.77,2.56,0.47,0.4,1.61,1.85,0.07,3.58,1.88,0.61,0.42,1.64,390.02,381.98
Luka Šamanić,PF,20,SAS,3,1,48,5,16,0.313,3,8,0.375,2,8,0.25,0.406,3,4,0.75,1,9,10,6,0,2,2,6,16,-1.35,-1.74,-1.27,-1.04,-1.04,-1.21,-0.84,-0.89,0.54,-0.96,-0.96,-2.08,-0.94,-0.77,-0.81,0.2,-1.03,-0.81,-1.14,-0.72,-1.01,6.87,6.8
JaKarr Sampson,SF,26,IND,34,12,471,68,115,0.591,2,13,0.154,66,102,0.647,0.6,18,27,0.667,20,68,88,21,16,12,15,64,156,0.11,-0.37,-0.69,-0.63,-0.74,1.33,-0.85,-0.86,-0.98,-0.41,-0.53,1.14,0.86,-0.6,-0.6,-0.2,-0.55,-0.68,-0.54,-0.31,-0.68,52.2,53.52
Dario Šarić,PF,25,PHO,66,51,1632,256,538,0.476,84,235,0.357,172,303,0.568,0.554,108,128,0.844,100,306,406,123,37,16,88,156,704,-0.14,1.05,0.92,0.61,0.56,0.28,0.64,0.68,0.42,0.49,0.38,0.5,0.43,0.41,0.32,0.64,1.37,0.22,0.24,-0.15,0.6,242.85,250.13
Tomáš Satoranský,PG,28,CHI,65,64,1878,237,551,0.43,64,199,0.322,173,352,0.491,0.488,106,121,0.876,76,178,254,354,80,7,130,135,644,0.59,1,1.26,0.48,0.6,-0.14,0.28,0.43,0.18,0.5,0.61,-0.12,-0.18,0.39,0.26,0.79,0.45,2.27,1.84,-0.51,0.46,246.73,220.6
Admiral Schofield,SF,22,WAS,33,2,368,35,92,0.38,19,61,0.311,16,31,0.516,0.484,10,15,0.667,7,40,47,15,8,4,7,50,99,-0.86,-0.41,-0.83,-0.84,-0.81,-0.59,-0.54,-0.52,0.1,-0.84,-0.86,0.08,-0.21,-0.69,-0.71,-0.2,-0.8,-0.73,-0.84,-0.63,-0.82,38.62,40.6
Dennis Schröder,PG,26,OKC,65,2,1999,453,965,0.469,125,325,0.385,328,640,0.513,0.534,198,236,0.839,19,217,236,262,45,14,166,146,1229,0.11,1,1.42,1.9,1.88,0.22,1.39,1.31,0.61,1.81,1.92,0.05,0.25,1.43,1.31,0.62,0.34,1.46,0.54,-0.23,1.83,359.28,351.05
Mike Scott,PF,31,PHI,68,11,1207,149,350,0.426,80,217,0.369,69,133,0.519,0.54,30,37,0.811,65,183,248,56,21,5,26,96,408,1.32,1.13,0.33,-0.1,-0.02,-0.17,0.57,0.56,0.5,-0.39,-0.39,0.1,0.3,-0.47,-0.51,0.48,0.41,-0.37,-0.36,-0.59,-0.09,152.12,160.32
